Campus,Department,Study Language,Study Method,Duration,Entry Requirements,English Level,Course Fees,Location,Career Opportunities,Course,URL
KDU,"Faculty of Management,Social Sciences and Humanities ",English,Full Time,3 Years,"Day Scholars (Civil Students) must be Sri Lankan citizens aged 16–24 at the application closing date. Must have completed GCE A/L or Cambridge/Edexcel A/L or equivalent foreign examination in the relevant or preceding year and be qualified for university admission. Local GCE A/L: Minimum three Simple Passes (S) in any stream in one sitting and Credit Pass (C) in English at GCE O/L. Cambridge/Edexcel A/L: Minimum three ‘D’ Passes in any stream in one sitting and ‘C’ Pass in English at O/L.
",Intermediate,"Rs.1,200,000.00",Colombo,"Economist, Social Researcher, Policy Analyst, Communication Specialist, Media Analyst, Human Resource Officer, Development Officer
",BSc in Social Sciences,https://fmsh.kdu.ac.lk/department-of-social-science/bsc-in-social-sciences/
KDU,"Faculty of Management,Social Sciences and Humanities ",English,Full Time,4 Years,"Day Scholars (Civil Students) must be Sri Lankan citizens aged 16–24 at the application closing date. Must have completed GCE (A/L) or Cambridge/Edexcel (A/L) or equivalent foreign examination and be qualified for university admission. Local GCE A/L: Minimum three Simple Passes (S) in any stream in one sitting. GCE O/L: Minimum Credit Pass (C) in English and Mathematics. Cambridge/Edexcel A/L: Minimum three ‘D’ Passes in any stream in one sitting. O/L: Minimum ‘C’ Pass in English and Mathematics.
",Intermediate,"Rs.1,500,000.00",Colombo,"International Business Analyst, International Marketing Manager, Business Development Manager, Export/Import Manager, Trade Policy Analyst, Economic Analyst, Business Strategist, Program Manager, Policy Analyst, Lecturer in International Business and Economics
",BSc in International Business and Economics,https://fmsh.kdu.ac.lk/department-of-social-science/bsc-hons-in-international-business-and-economics/
KDU,"Faculty of Management,Social Sciences and Humanities ",English,Full Time,3 Years,"Applicants must be Sri Lankan citizens aged 16–24 at the closing date of applications. Must have completed GCE (A/L) or Cambridge/Edexcel (A/L) or an equivalent foreign examination. GCE A/L: Minimum 2 C passes and 1 S pass in any stream in one sitting. GCE O/L: Minimum C pass for English. Cambridge/Edexcel A/L: Minimum 2 B passes and 1 C pass in any stream.
",Intermediate,,Colombo,"English Language Teacher, TESOL Instructor, ESL Trainer, Language Program Coordinator, Educational Consultant, Curriculum Developer
",BA in TESOL,https://fmsh.kdu.ac.lk/department-of-languages/ba-in-tesol/
KDU,"Faculty of Management,Social Sciences and Humanities ",English,Full Time,3 Years,"Applicants must be Sri Lankan citizens aged 16–24 at the closing date of applications. Must have completed GCE (A/L) or Cambridge/Edexcel (A/L) or an equivalent foreign examination. GCE A/L: Minimum 2 C passes and 1 S pass in any stream in one sitting. GCE O/L: Minimum C pass for English. Cambridge/Edexcel A/L: Minimum 2 B passes and 1 C pass in any stream.
",Intermediate,,Colombo,"Data Analyst, Data Scientist, Business Intelligence Analyst, Data Communication Specialist, Industry Data Consultant, Data Storyteller
",BSc in ADSC,https://fmsh.kdu.ac.lk/department-of-languages/bsc-in-adsc/
KDU,Faculty of Computing ,English,Full Time,3 Years,"Applicants must be Sri Lankan citizens aged 16–24 at the closing date of applications. Must have completed GCE (A/L) or Cambridge/Edexcel (A/L) or an equivalent foreign examination. GCE A/L: Minimum 2 C passes and 1 S pass in any stream in one sitting. GCE O/L: Minimum C pass for English. Cambridge/Edexcel A/L: Minimum 2 B passes and 1 C pass in any stream.
",Intermediate,,Colombo,"Software Developer, IT Consultant, Systems Analyst, Network Administrator, Web Developer, Database Administrator, IT Project Manager
",BSc (Hons) Information Technology,https://foc.kdu.ac.lk/dit/bsc-hons-information-technology-2/
KDU,Faculty of Computing ,English,Full Time,3 Years,"Applicants must be Sri Lankan citizens aged 16–24 at the closing date of applications. Must have completed GCE (A/L) or Cambridge/Edexcel (A/L) or an equivalent foreign examination. GCE A/L: Minimum 2 C passes and 1 S pass in any stream in one sitting. GCE O/L: Minimum C pass for English. Cambridge/Edexcel A/L: Minimum 2 B passes and 1 C pass in any stream.
",Intermediate,,Colombo,"Business Analyst, Systems Analyst, IT Consultant, Database Administrator, Information Systems Manager, Network Administrator, Web Developer
",BSc (Hons) Information Systems,https://foc.kdu.ac.lk/dit/bsc-hons-information-systems-2/
KDU,Faculty of Computing ,English,Full Time,4 Years,Applicants must be Sri Lankan citizens aged 16–24 at the closing date of applications. Must have completed GCE (A/L) or Cambridge/Edexcel (A/L) or an equivalent foreign examination. GCE A/L: Minimum 2 C passes and 1 S pass in any stream in one sitting. GCE O/L: Minimum C pass for English. Cambridge/Edexcel A/L: Minimum 2 B passes and 1 C pass in any stream.,Intermediate,,Colombo,"Software Developer, Systems Analyst, AI/ML Engineer, Computer Vision Specialist, Robotics Engineer, Cybersecurity Analyst, Data Scientist
",BSc (Hons) Computer Science Degree,https://foc.kdu.ac.lk/computer_science/bsc-hons-computer-science-degree/
KDU,Faculty of Computing ,English,Full Time,4 Years,"Applicants must be Sri Lankan citizens aged 16–24 at the closing date of applications. Must have completed GCE (A/L) or Cambridge/Edexcel (A/L) or an equivalent foreign examination. GCE A/L: Minimum 2 C passes and 1 S pass in any stream in one sitting. GCE O/L: Minimum C pass for English. Cambridge/Edexcel A/L: Minimum 2 B passes and 1 C pass in any stream.
",Intermediate,,Colombo,"Software Developer, Software Engineer, Systems Analyst, Application Developer, Quality Assurance Engineer, Software Architect, IT Consultant
",BSc (Hons) Software Engineering Degree,https://foc.kdu.ac.lk/computer_science/bsc-hons-software-engineering-degree/
KDU,Faculty of Computing ,English,Full Time,4 Years,"Applicants must be Sri Lankan citizens aged 16–24 at the closing date of applications. Must have completed GCE (A/L) or Cambridge/Edexcel (A/L) or an equivalent foreign examination. Local GCE A/L: Minimum 2 C passes and 1 S pass in Physical Science stream (Combined Mathematics, Physics, Chemistry) in one sitting. GCE O/L: Minimum C pass for English and Mathematics. Cambridge/Edexcel A/L: Minimum 2 B passes and 1 C pass in Combined Mathematics, Physics, Chemistry in one sitting.
",Intermediate,,Colombo,"Digital Logic Designer, Computer Systems Architect, Embedded Systems Engineer, Software Developer, Database Designer, Network Systems Engineer, VLSI Designer, Graphics and Visualization Engineer, AI/Control Systems Developer
",BSc (Hons) Computer Engineering Degree,https://foc.kdu.ac.lk/dce/bsc-hons-in-computer-engineering/
KDU,Faculty of Computing ,English,Full Time,4 Years,"Applicants must have successfully completed G.C.E. Advanced Level examinations with passes in subjects relevant to the Physical Science, Bio-Science, or Technology streams. A sound background in Mathematics and English language proficiency are recommended for admission to the programme.
",Intermediate,,Colombo,"Data Scientist, Business Analyst, Statistician, Data Engineer, Machine Learning Engineer, Business Intelligence Analyst, Research Analyst
",BSc (Hons) in Data Science & Business Analytics,https://foc.kdu.ac.lk/dcm/bsc-hons-in-data-science-business-analytics/
KDU,Faculty of Technology ,English,Full Time,4 Years,"Local G.C.E. (A/L) – A candidate should have obtained a minimum of three (03) “S” passes in the Mathematics stream (Combined Mathematics, Physics, and Chemistry) or in the Technology stream (Engineering Technology, Science for Technology, and one other subject). A minimum of “C” passes for English at G.C.E. O/L or equivalent foreign examination is required. Cambridge/Edexcel Examinations – A minimum “D” pass for Mathematics, Physics, or Biology in GCE (UK) Advanced Level (Pearson Edexcel or Cambridge). Candidates must also have at least “C” passes for English, Mathematics, and Science at G.C.E. O/L or equivalent examination.
",Intermediate,"Rs.1,600,000.00",Colombo,"Biomedical Instrumentation Technologist, Healthcare Technology Officer (Army, Navy, Air Force), Biomedical Equipment Support Specialist, Clinical Equipment Specialist, Healthcare Engineering Technologist, Laboratory Equipment Specialist, Imaging Equipment Specialist, Project Manager, Medical Device Cybersecurity Specialist, Field Service Engineer, Clinical Systems Engineer, Hospital Information System Management Engineer
",BET (Hons) in Biomedical Instrumentation Technology,https://fot.kdu.ac.lk/programmes/bet-hons-in-biomedical-instrumentation-technology
KDU,Faculty of Technology ,English,Full Time,4 Years,"Local G.C.E. (A/L) – A candidate should have obtained a minimum of three (03) “S” passes in the Physical Science stream (Combined Mathematics, Physics, and Chemistry) or in the Technology stream (Engineering Technology, Science for Technology, and one other subject). Candidates should also have obtained minimum “C” passes for English at the G.C.E. O/L Examination or any other equivalent foreign examination. Cambridge/Edexcel Examinations – A minimum “D” pass for Mathematics or Physics in G.C.E. (UK) Advanced Level (Pearson Edexcel or Cambridge), with at least “C” passes for English in G.C.E. O/L or an equivalent examination.
",Intermediate,"Rs.1,300,000.00",Colombo,"Building Services Technologist, MEP (Mechanical, Electrical, Plumbing) Coordinator, BIM/Revit Technologist, HVAC Systems Specialist, Electrical or Lighting Systems Technologist, Plumbing and Fire Safety Systems Specialist, Energy Efficiency or Sustainability Consultant, Building Maintenance Supervisor, Facilities Management Technologist, Smart Building Systems Technologist, Commissioning or Testing & Balancing (TAB) Technologist, Building Automation Systems (BAS) Technologist
",BET (Hons) in Building Services Technology,https://fot.kdu.ac.lk/programmes/bet-hons-in-building-services-technology
KDU,Faculty of Technology ,English,Full Time,4 Years,"Local G.C.E. (A/L) – A candidate must have obtained a minimum of three (03) “S” passes in any stream (Science, Mathematics, Technology, Commerce, or Arts) at the G.C.E. (Advanced Level) examination in a single sitting, and should have studied ICT as one of the subjects. Cambridge/Edexcel Examinations – A minimum “D” pass in Mathematics, Physics, Biology, or Technology in the General Certificate of Secondary Education (GCSE) (UK) or Advanced Level (Pearson Edexcel or Cambridge) examinations. Candidates must also have obtained at least “C” passes for English at the G.C.E. O/L Examination or an equivalent foreign examination acceptable by the Senate.",Intermediate,"Rs.1,750,000.00",Colombo,"ICT Technologist, Cybersecurity Technologist, ICT Service Technician, ICT Marketing Executive, IT Project Support Technician, Application Developer, Network Operator, Multimedia Technologist, Design Technician, Desktop Publisher, System Installation Engineer, Web Designer, Web Developer, UX/UI Engineer, DevOps Engineer, Software Engineer, Database Administrator, Software Quality Assurance Engineer, Telecommunication Specialist, ICT Security Technician, System Support Technician, Environmental ICT Technician
",BT (Hons) in Information and Communication Technology,https://fot.kdu.ac.lk/programmes/bt-hons-in-information-and-communication-technology
KDU,Faculty of Technology ,English,Full Time,4 Years,"Local G.C.E. (A/L) – A candidate must have obtained a minimum of three (03) “S” passes in any stream (Science, Mathematics, Technology, Commerce, or Arts) at the G.C.E. (Advanced Level) examination in a single sitting, and should have studied ICT as one of the subjects. Cambridge/Edexcel Examinations – A minimum “D” pass in Mathematics, Physics, Biology, or Technology in the General Certificate of Secondary Education (GCSE) (UK) or Advanced Level (Pearson Edexcel or Cambridge) examinations. Candidates must also have obtained at least “C” passes for English at the G.C.E. O/L Examination or an equivalent foreign examination acceptable by the Senate.
",Intermediate,"Rs.1,750,000.00",Colombo,"ICT Technologist, Cybersecurity Technologist, ICT Service Technician, ICT Marketing Executive, IT Project Support Technician, Application Developer, Network Operator, Multimedia Technologist, Design Technician, Desktop Publisher, System Installation Engineer, Web Designer, Web Developer, UX/UI Engineer, DevOps Engineer, Software Engineer, Database Administrator, Software Quality Assurance Engineer, Telecommunication Specialist, ICT Security Technician, System Support Technician, Environmental ICT Technician
",BBST (Hons) in Applied Biotechnology,https://fot.kdu.ac.lk/programmes/bbst-hons-in-applied-biotechnology
KDU,Faculty of Technology ,English,Full Time,4 Years,"Local G.C.E. (A/L): A candidate should have obtained a minimum of three (03) S passes in Mathematics stream (Combined Mathematics, Physics, and Chemistry) or in Technology Stream (Engineering Technology, Science for Technology, and one other subject). They should have obtained minimum C passes for English, Mathematics, and Science for G.C.E O/L Examination or any other equivalent foreign examination. Cambridge/Edexcel Examinations: A minimum ‘D’ pass for Mathematics, Physics, or Biology in the GCSE (UK) or G.C.E. Advanced Level (Pearson Edexcel or Cambridge) examinations. They should have obtained minimum C passes for English at the G.C.E. O/L Examination or any other equivalent foreign examination.
",Intermediate,"Rs.1,300,000.00",Colombo,"Construction Engineering Technologist, Engineering Technological Officer (Army, Navy, Air Force), Building Control Officer, Building Control Technologist, Building Services Engineering Technologist, Design & Build Coordinator, Construction Site Supervisor, Site Manager, Heating/Cooling System Technologist, Lighting System Technologist, Electrical System Technologist, University/HE Academic, Academic/Training Support Staff, University/HE Instructor/Demonstrator, Research Scientist (Public/Private Sector)
",BET (Hons) in Construction Technology,https://fot.kdu.ac.lk/programmes/bet-hons-in-construction-technology
KDU,Faculty of Criminal Justice,English,Full Time,4 Years,"For Undergraduate Degrees: Applicants should meet the General Sir John Kotelawala Defence University entry requirements for undergraduate programs, typically including three passes at the G.C.E. A/L examination or equivalent qualifications. For Postgraduate Degrees: A relevant Bachelor’s Degree or equivalent professional qualification is required.
",Intermediate,,Colombo,"Law enforcement officer, Crime investigator, Forensic analyst, Police officer, Criminal psychologist, Intelligence analyst, Correctional services officer, Policy advisor, Legal assistant, Security consultant, Academic or researcher in criminal justice
",BSc. in Criminology & Criminal Justice,https://focj.kdu.ac.lk/
KDU,Faculty of Criminal Justice,English,Full Time,4 Years,"Applicants must have obtained three (03) passes at the G.C.E. (A/L) Examination or equivalent qualifications accepted by the KDU Senate. Candidates with backgrounds in Arts, Commerce, or Science streams are eligible.
",Intermediate,,Colombo,"Law enforcement officer, Crime investigator, Forensic analyst, Correctional services officer, Legal assistant, Intelligence analyst, Policy advisor, Security consultant, Academic or researcher in criminal justice
",BSc. in Criminal Psychology,https://focj.kdu.ac.lk/
KDU,Faculty of Criminal Justice,English,Full Time,4 Years,"Applicants must have obtained three (03) passes at the G.C.E. (A/L) Examination or equivalent qualifications accepted by the KDU Senate. Candidates with backgrounds in Arts, Commerce, or Science streams are eligible.
",Intermediate,,Colombo,"Criminal psychologist, Law enforcement consultant, Forensic analyst, Behavioral analyst, Correctional services officer, Legal assistant, Academic or researcher in criminal justice
",BSc. in Police Science,https://focj.kdu.ac.lk/
KDU,Faculty of Criminal Justice,English,Full Time,4 Years,"Applicants must have obtained three (03) passes at the G.C.E. (A/L) Examination or equivalent qualifications accepted by the KDU Senate. Candidates from Science, Commerce, or Arts streams are eligible.
",Intermediate,,Colombo,"Police officer, Law enforcement officer, Crime prevention officer, Intelligence analyst, Correctional services officer, Legal assistant, Policy advisor, Security consultant, Academic or researcher in criminal justice
",BSc. in Crime Investigation,https://focj.kdu.ac.lk/
SLIIT City Uni ,School of Computing ,English,Full Time / Part Time,1 Year,"Higher Diploma: Minimum of one pass in three main subjects at the G.C.E (A/L) Local or London Examination obtained in one sitting in any stream. TOP-UP: Edexcel Higher Diploma / Advanced Diploma or equivalent; Completion of diploma / Higher Diploma / HND from SLIIT / NIBM / NSBM / ICBT / ACBT / APIIT
",Intermediate,,Colombo,"IT Developer, IT System Architect, IT Consultant, Database Developer, Mobile App Developer, Data Engineer, Information Engineer, IT Management roles; opportunity to continue to Master’s studies in Computer Science, Information Science, or Data Science
",BSc (Hons) Information Technology,https://sliitcityuni.lk/academic-programs/bsc-hons-information-technology/
SLIIT City Uni ,School of Computing ,English,Full Time / Part Time,1 Year,"Higher Diploma: Minimum of one pass in three main subjects at the G.C.E (A/L) Local or London Examination obtained in one sitting in any stream. TOP-UP: Edexcel Higher Diploma / Advanced Diploma or equivalent; Completion of diploma / Higher Diploma / HND from SLIIT / NIBM / NSBM / ICBT / ACBT / APIIT
",Intermediate,,Colombo,"Information Security Specialist, Network Security Officer/Administrator/Engineer, Penetration Tester, Mobile Security Tester, Cybersecurity Operations Centre Specialist, Incident Responder, Systems Administrator/Engineer
",BSc (Hons) Cybersecurity,https://sliitcityuni.lk/academic-programs/bsc-hons-cybersecurity/
SLIIT City Uni ,School of Computing ,English,Full Time,1 Year,"Minimum of one pass in three main subjects at G.C.E (A/L) Local or London Examination in one sitting. TOP-UP: Edexcel Higher Diploma / Advanced Diploma or equivalent; Completion of diploma / Higher Diploma / HND from SLIIT / NIBM / NSBM / ICBT / ACBT / APIIT
",Intermediate,,Colombo,"Software Engineer, Network Engineer, Security Specialist, Mobile Networking Specialist, IT Consultant, Systems Developer, Further study: MSc Software Engineering, MSc IT, Mobile Networking, Security, Computer Science, MPhil / PhD
",BSc (Hons) Software Engineering – University of Bedfordshire,https://sliitcityuni.lk/academic-programs/b-sc-hons-software-engineering-university-of-bedfordshire/
SLIIT City Uni ,School of Computing ,English,Full Time,1 Year,"Minimum one pass in three main subjects at G.C.E(A/L) Local or London Examination in one sitting. TOP-UP: Edexcel Higher Diploma / Advanced Diploma or equivalent; Completion of diploma / Higher Diploma / HND from SLIIT / NIBM / NSBM / ICBT / ACBT / APIIT
",Intermediate,,Colombo,"Trainee skilled practitioner, network support, systems developer, IT consultant, software development, further studies (MSc, MPhil, PhD)
",BSc (Hons) Computer Networking – University of Bedfordshire,https://sliitcityuni.lk/academic-programs/bsc-hons-computer-networking-university-of-bedfordshire/
SLIIT City Uni ,School of Computing ,English,Full Time,1 Year,"Minimum one pass in three main subjects at G.C.E (A/L) Local or London Examination in one sitting. TOP-UP: Edexcel Higher Diploma / Advanced Diploma or equivalent; Completion of diploma / Higher Diploma / HND from SLIIT / NIBM / NSBM / ICBT / ACBT / APIIT
",Intermediate,,Colombo,"Trainee IT practitioner, network/system support, software developer, IT consultant, further studies (MSc, MPhil, PhD)
",BSc (Hons) Computer Science – University of Bedfordshire,https://sliitcityuni.lk/academic-programs/bsc-hons-computer-science-and-software-engineering/
SLIIT City Uni ,School of Engineering ,English,Full Time / Part Time,3 Years,"Higher Diploma in Electronic & Electrical Engineering; Minimum 3 simple passes in G.C.E A/L Maths or Biology; TOP-UP: NDT/HND or equivalent in EEE
",Intermediate,"Rs.2,100,000.00",Colombo,"Engineering roles in electronics, electrical systems, automation, IoT, power electronics, energy efficient drives, project management
",BEng (Hons) Electronic & Electrical Engineering,https://sliitcityuni.lk/academic-programs/beng-hons-electronic-electrical-engineering/
SLIIT City Uni ,School of Business ,English,Full Time / Part Time,1 Year,"Higher Diploma; Minimum of one pass in three main subjects at G.C.E A/L Local or London Examination; TOP-UP: Edexcel Higher Diploma / Advanced Diploma or equivalent
",Intermediate,,Colombo,"Data consultant, data analysis specialist in marketing, finance, operations; business management roles across service sectors
",BSc (Hons) Business Management with Business Analytics,https://sliitcityuni.lk/academic-programs/bsc-hons-business-management-with-business-analytics/
SLIIT City Uni ,School of Business ,English,Full Time / Part Time,1 Year,"Higher Diploma; Minimum of one pass in three main subjects at G.C.E A/L Local or London Examination; TOP-UP: Edexcel Higher Diploma / Advanced Diploma or equivalent
",Intermediate,,Colombo,"General business manager, operations/project manager; HR, digital and e-business, financial analysis, international operations, business analytics
",BSc (Hons) Business Management with Digital marketing,https://sliitcityuni.lk/academic-programs/bsc-hons-business-management-with-digital-marketing/
SLIIT City Uni ,School of Business ,English,Full Time / Part Time,1 Year,"Higher Diploma; Minimum of one pass in three main subjects at G.C.E A/L Examination with a credit pass for General English in O/L; TOP-UP: Edexcel Higher Diploma / Advanced Diploma or equivalent
",Intermediate,,Colombo,"Graduates can work in finance, marketing, HRM, large multinational organizations, smaller businesses, charities, or teaching
",BSc (Hons) Business Management – University of Bedfordshire,https://sliitcityuni.lk/academic-programs/bsc-hons-business-management-university-of-bedfordshire/
University of Morattuwa,Centre for Open & Distance Learning,English,Distance Learning / Online,3 Years,"Passed G.C.E. (A/L) in any stream; lateral entry available for those with equivalent qualifications
",Intermediate,,Katubedda,"Industry-ready ICT professionals; opportunities in software development, IT support, systems analysis, networking, and related ICT fields
",Bachelor of Information Technology,https://bit.uom.lk/bituom/
University of Colombo,School of Computing,English,Distance Learning / Online,3 Years,"Passed G.C.E. (A/L) in any stream; lateral entry for those with equivalent or higher qualifications
",Intermediate,,Colombo,"Software Developer, Systems Analyst, Network Administrator, Web Developer, Database Administrator, IT Project Assistant, ICT Consultant
",Bachelor of Information Technology (External) ,https://www.bit.lk/
University of Colombo,Faculty of Science,English,Distance Learning (Weekend) / Online,3 Years,"Three passes at G.C.E. (A/L) including Combined Mathematics / Higher Mathematics / Mathematics (New syllabus) OR Applied / Pure Mathematics (Old syllabus) OR equivalent qualification accepted by the Senate
",Intermediate,"Rs.600,000.00",Colombo,"Data Analyst, Data Scientist, Financial Analyst, Quantitative Analyst, Statistician, Machine Learning Specialist, Business Intelligence Analyst
",BSc (External) in Applied Data Analytics,https://science.cmb.ac.lk/undergraduate-programmes/external-degree-programmes/bsc-external-in-applied-data-analytics/
University of Colombo,Faculty of Science,English,Distance Learning (Weekend) / Online,3 Years,"Three passes at G.C.E. (A/L) including Chemistry (Local or UK Edexcel or Cambridge A/L) OR equivalent qualification accepted by the Senate
",Intermediate,"Rs.3,000.00",Colombo,"Chemist, Laboratory Technician, Research Assistant, Quality Control Officer, Biochemist, Molecular Biologist, Pharmaceutical Technologist, Environmental Chemist, Industrial Chemist
",BSc (External) in Applied Chemistry,https://science.cmb.ac.lk/undergraduate-programmes/external-degree-programmes/bsc-external-in-applied-chemistry/
University of Colombo,Faculty of Science,English,Distance Learning (Weekend) / Online,3 Years,"G.C.E. (A/L) – Three passes in one sitting including Biology and Chemistry OR equivalent qualification acceptable to the Faculty Board and Senate
",Intermediate,"Rs.900,000.00",Colombo,"Biotechnologist, Microbiologist, Laboratory Technologist, Research Scientist, Quality Control Analyst, Environmental Biotechnologist, Food Technologist, Biomedical Scientist, Genetic Technologist, Industrial Microbiologist
",BSc (External) in Biotechnology and Microbiology,https://science.cmb.ac.lk/undergraduate-programmes/external-degree-programmes/bsc-external-in-biotechnology-and-microbiology/
University of Colombo,Faculty of Science,English,Distance Learning (Weekend) / Online,3 Years,"G.C.E. (A/L) – Three passes including Physics (preferably with Mathematics) OR passes in Technology Stream (preferably with Engineering Technology and Science for Technology) OR equivalent qualification (e.g., London A/L, City & Guilds, HNDE, NVQ 4 or above)
",Intermediate,"Rs.600,000.00",Colombo,"Electronics Engineer, Automation Engineer, Robotics Technician, Embedded Systems Developer, Control Systems Engineer, Instrumentation Engineer, Mechatronics Engineer, IoT Developer, Maintenance Engineer, Electrical Systems Designer
",BSc (External) in Electronics and Automation Technologies,https://science.cmb.ac.lk/undergraduate-programmes/external-degree-programmes/bsc-external-in-electronics-and-automation-technologies/
University of Colombo,Faculty of Science,English,Distance Learning (Weekend) / Online,3 Years,"GCE A/L (Local) – Three passes in one sitting in Biology/Mathematics/Commerce/Arts (with Geography) or Technology Stream (preference for Biosystem Technology) OR equivalent qualifications (e.g. London A/L, City & Guilds, HNDE, etc.)
",Intermediate,"Rs.600,000.00",Colombo,"Careers in environmental management, sustainability consulting, development planning, public and private sector sustainability initiatives, research, and academia
","BSc (External) in Environment, Development and Sustainability
",https://science.cmb.ac.lk/undergraduate-programmes/external-degree-programmes/bsc-external-in-environment-development-and-sustainability/
University of Colombo,Faculty of Science,English,Distance Learning (Weekend) / Online,3 Years,"GCE A/L (Local) – Three passes in one sitting in Mathematics/Biology/Commerce streams OR Equivalent foreign qualifications (e.g. Edexcel, London A/L, Cambridge A/L) including Mathematics OR any other equivalent qualification accepted by the faculty and senate
",Intermediate,"Rs.900,000.00",Colombo,"Careers in financial analysis, quantitative finance, risk management, corporate finance, financial consultancy, data analysis, and financial product development in banking and finance sectors
",BSc (External) in Financial Engineering,https://science.cmb.ac.lk/undergraduate-programmes/external-degree-programmes/bsc-external-in-financial-engineering/
University of Colombo,IBMBB,English,Distance Learning (Weekend) / Online,3 Years,"GCE Advanced Level or equivalent academic/professional qualifications
",Intermediate,"Rs.1,800,000.00",Colombo,"Careers in biotechnology, molecular diagnostics, research and development, bio-entrepreneurship, life science startups, pharmaceutical and healthcare industries, and postgraduate studies
",BSc in Molecular Biology and Bioentrepreneurship,https://www.ibmbb.cmb.ac.lk/?page_id=8366
University of Vocational Technology,"Faculty of Information Technology
",English,Weekdays / Weekends,4 Years,"NVQ qualifications (for weekend programme) OR G.C.E. (A/L) qualifications (for weekday programme, subject to availability)
",Intermediate,"Weekdays - Rs. 26,000.00
Weekends - Rs. 176,000.00",Colombo,"Careers in software development, intelligent systems engineering, software analysis, testing, IT project management, and emerging AI-driven technology roles
",Bachelor of Technology in Software and Intelligent Systems,https://portal.uovt.ac.lk/programme/SIS
University of Vocational Technology,"Faculty of Information Technology
",English,Weekdays / Weekends,4 Years,"NVQ qualifications OR G.C.E. (A/L) qualifications (as per university admission criteria)
",Intermediate,"Weekdays - Rs. 26,000.00
Weekends - Rs. 176,000.00",Colombo,"Careers in network administration, cloud computing, cybersecurity, system engineering, IT infrastructure management, data communication, IoT and cloud security consultancy
",Bachelor of Technology in Computer Networks and Cloud Security,https://portal.uovt.ac.lk/programme/CNCS
University of Vocational Technology,"Faculty of Information Technology
",English,Weekdays / Weekends,4 Years,"NVQ qualifications OR G.C.E. (A/L) qualifications (for weekday programme, subject to availability)
",Intermediate,"Weekdays - Rs. 26,000.00
Weekends - Rs. 176,000.00",Colombo,"Careers in web development, multimedia design, UX/UI design, front-end and back-end development, digital marketing, and creative media production
",Bachelor of Technology in Web and Creative Media,https://portal.uovt.ac.lk/programme/WCM
University of Vocational Technology,Faculty of Engineering Technology,English,Weekdays / Weekends,4 Years,"NVQ qualifications OR G.C.E. (A/L) qualifications (for weekday programme, subject to availability)
",Intermediate,"Weekdays - Rs. 26,000.00
Weekends - Rs. 176,000.00",Colombo,"Careers in building services engineering, consulting firms, construction companies, facilities management, energy and sustainability sectors, government and regulatory bodies, research and development, and entrepreneurship in sustainable building solutions
",Bachelor of Engineering Technology – Building Services Technology,https://portal.uovt.ac.lk/programme/BST
University of Vocational Technology,Faculty of Engineering Technology,English,Weekdays / Weekends,4 Years,"NVQ qualifications OR G.C.E. (A/L) qualifications (for weekday programme, subject to availability)
",Intermediate,"Weekdays - Rs. 26,000.00
Weekends - Rs. 176,000.00",Colombo,"Careers in construction management, site supervision, contract administration, project planning, building economics, civil engineering consultancy, resource management, and construction law and claims management
",Bachelor of Engineering Technology – Construction Technology & Resource Management,https://portal.uovt.ac.lk/programme/CTRM
University of Vocational Technology,Faculty of Engineering Technology,English,Weekdays / Weekends,4 Years,"NVQ qualifications OR G.C.E. (A/L) qualifications (for weekday programme, subject to availability)
",Intermediate,"Weekdays - Rs. 26,000.00
Weekends - Rs. 176,000.00",Colombo,"Careers in manufacturing engineering, production management, industrial automation, precision engineering, sustainable manufacturing, entrepreneurship, and innovation-focused roles in global manufacturing industries
",Bachelor of Engineering Technology – Manufacturing Technology,https://portal.uovt.ac.lk/programme/MAN
University of Vocational Technology,Faculty of Engineering Technology,English,Weekdays / Weekends,4 Years,"NVQ qualifications OR G.C.E. (A/L) qualifications (for weekday programme, subject to availability)
",Intermediate,"Weekdays - Rs. 26,000.00
Weekends - Rs. 176,000.00",Colombo,"Careers in automation engineering, robotics, mechatronics system design, control systems, precision manufacturing, industrial automation, and innovation-driven engineering roles in global industries
",Bachelor of Engineering Technology – Mechatronics Technology,https://portal.uovt.ac.lk/programme/MEC
University of Vocational Technology,Faculty of Education,English,Weekdays / Weekends,4 Years,"NVQ qualifications OR G.C.E. (A/L) qualifications (for weekday programme, subject to availability)
",Intermediate,"Weekdays - Rs. 26,000.00
Weekends - Rs. 176,000.00",Colombo,"Careers as English language teachers, curriculum developers, education officers, ELT trainers, and academic coordinators in schools, vocational institutes, and language training centers
",Bachelor of Education in English Language Teaching,https://portal.uovt.ac.lk/programme/ELT
University of Vocational Technology,Faculty of Industrial Technology,English,Weekdays / Weekends,4 Years,"NVQ qualifications OR G.C.E. (A/L) qualifications (for weekday programme, subject to availability)
",Intermediate,"Weekdays - Rs. 26,000.00
Weekends - Rs. 176,000.00",Colombo,"Careers in food production management, quality assurance, food safety, product development, research and innovation, and technopreneurship within the food industry
",Bachelor of Technology in Food Process Technology,https://portal.uovt.ac.lk/programme/FPT
